Fold,Epoch,Loss,Accuracy,Pred_Real,Pred_Fake,True_Real,True_Fake,TN,FP,FN,TP
7,16,0.43110668659210205,0.6614173228346457,87,40,52,75,48,4,39,36
7,17,0.3539561331272125,0.7322834645669292,76,51,52,75,47,5,29,46
7,18,0.3274337649345398,0.6614173228346457,85,42,52,75,47,5,38,37
7,19,0.2846401035785675,0.7086614173228346,79,48,52,75,47,5,32,43
7,20,0.23210057616233826,0.6929133858267716,79,48,52,75,46,6,33,42
7,21,0.20974551141262054,0.7007874015748031,78,49,52,75,46,6,32,43
7,22,0.18834587931632996,0.6929133858267716,79,48,52,75,46,6,33,42
7,23,0.18178017437458038,0.7007874015748031,78,49,52,75,46,6,32,43
7,24,0.15918615460395813,0.7007874015748031,80,47,52,75,47,5,33,42
7,25,0.1478051245212555,0.7086614173228346,83,44,52,75,49,3,34,41
7,26,0.13188812136650085,0.7165354330708661,80,47,52,75,48,4,32,43
7,27,0.1155264601111412,0.6692913385826772,88,39,52,75,49,3,39,36
7,28,0.10590945184230804,0.7086614173228346,77,50,52,75,46,6,31,44
7,29,0.08338948339223862,0.7007874015748031,78,49,52,75,46,6,32,43
7,30,0.08294355124235153,0.7165354330708661,78,49,52,75,47,5,31,44
7,31,0.0720251128077507,0.7322834645669292,76,51,52,75,47,5,29,46
7,32,0.06436516344547272,0.7322834645669292,76,51,52,75,47,5,29,46
7,33,0.05674821510910988,0.7401574803149606,75,52,52,75,47,5,28,47
7,34,0.054594121873378754,0.7322834645669292,76,51,52,75,47,5,29,46
7,35,0.05243697389960289,0.7480314960629921,74,53,52,75,47,5,27,48
7,36,0.046057626605033875,0.7716535433070866,67,60,52,75,45,7,22,53
7,37,0.04198676347732544,0.7716535433070866,67,60,52,75,45,7,22,53
7,38,0.04932316765189171,0.7559055118110236,73,54,52,75,47,5,26,49
7,39,0.05151272937655449,0.7559055118110236,71,56,52,75,46,6,25,50
7,40,0.034783944487571716,0.7795275590551181,64,63,52,75,44,8,20,55
7,41,0.03207940608263016,0.7637795275590551,58,69,52,75,40,12,18,57
7,42,0.030866840854287148,0.7559055118110236,59,68,52,75,40,12,19,56
7,43,0.023939315229654312,0.7480314960629921,60,67,52,75,40,12,20,55
7,44,0.020495103672146797,0.7480314960629921,60,67,52,75,40,12,20,55
7,45,0.025183118879795074,0.7795275590551181,54,73,52,75,39,13,15,60
7,46,0.019886568188667297,0.7795275590551181,54,73,52,75,39,13,15,60
7,47,0.01903374306857586,0.7795275590551181,54,73,52,75,39,13,15,60
7,48,0.013962022960186005,0.7716535433070866,55,72,52,75,39,13,16,59
7,49,0.01972453109920025,0.7716535433070866,55,72,52,75,39,13,16,59
8,0,0.7171282172203064,0.4094488188976378,127,0,52,75,52,0,75,0
8,1,49.13604736328125,0.4094488188976378,127,0,52,75,52,0,75,0
8,2,9.815473556518555,0.5905511811023622,0,127,52,75,0,52,0,75
8,3,6.328325271606445,0.5905511811023622,0,127,52,75,0,52,0,75
8,4,4.601937770843506,0.5905511811023622,0,127,52,75,0,52,0,75
8,5,0.8759735822677612,0.6141732283464567,61,66,52,75,32,20,29,46
8,6,0.7261909246444702,0.5905511811023622,90,37,52,75,45,7,45,30
8,7,1.0605285167694092,0.5826771653543307,97,30,52,75,48,4,49,26
8,8,0.9674503803253174,0.5984251968503937,81,46,52,75,41,11,40,35
8,9,0.7635790109634399,0.5905511811023622,64,63,52,75,32,20,32,43
8,10,0.626301109790802,0.5984251968503937,51,76,52,75,26,26,25,50
8,11,0.6039444804191589,0.6062992125984252,42,85,52,75,22,30,20,55
8,12,0.48990756273269653,0.6456692913385826,49,78,52,75,28,24,21,54
